"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","County"
"1823","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500323","Sample-Routine","Water","Surface Water","2015-05-29","15:15:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530185 X=time on bottles is 3:15","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",11.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-06","","",NA,"",NA,"NWIS","Wayne"
"1824","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500306","Sample-Routine","Water","Surface Water","2015-05-29","12:10:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",17.2,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-06","","",NA,"",NA,"NWIS","Wayne"
"1825","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500308","Sample-Routine","Water","Surface Water","2015-05-29","13:05:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-1530171 X=time on bottles is 105","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",15.2,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-06","","",NA,"",NA,"NWIS","Wayne"
"1826","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500189","Sample-Routine","Water","Surface Water","2015-03-18","15:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820046 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",30.3,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1827","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500165","Sample-Routine","Water","Surface Water","2015-03-18","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820034 Received March 20, 2015","","Stable, normal stage","Not applicable","55","USGS parameter code 82398","Composite - Multiple point samples","US DH-2 Bag Sampler","","Chloride","Dissolved",25.5,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1828","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500168","Sample-Routine","Water","Surface Water","2015-03-18","12:05:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",38.5,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1829","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500169","Sample-Routine","Water","Surface Water","2015-03-18","12:10:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",38,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1830","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500172","Sample-Routine","Water","Surface Water","2015-03-18","13:10:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820023 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",38,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1831","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500180","Sample-Routine","Water","Surface Water","2015-03-18","14:20:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820031 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",34.2,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1832","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500184","Sample-Routine","Water","Surface Water","2015-03-18","15:05:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820041 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",30.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1833","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500185","Sample-Routine","Water","Surface Water","2015-03-18","15:10:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820042 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",30.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1834","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500186","Sample-Routine","Water","Surface Water","2015-03-18","15:15:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820043 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",30.3,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1835","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500178","Sample-Routine","Water","Surface Water","2015-03-18","14:10:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820029 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",34,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1836","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500183","Sample-Routine","Water","Surface Water","2015-03-18","15:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820040 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",30.4,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1837","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500177","Sample-Routine","Water","Surface Water","2015-03-18","14:05:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820028 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",34.1,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1838","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500166","Sample-Routine","Water","Surface Water","2015-03-18","11:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","","","Stable, normal stage","Not applicable","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-2 Bag Sampler","","Chloride","Dissolved",31.8,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1839","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500171","Sample-Routine","Water","Surface Water","2015-03-18","13:05:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820022 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",37.7,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1840","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500176","Sample-Routine","Water","Surface Water","2015-03-18","14:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820027 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",34,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1841","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500174","Sample-Routine","Water","Surface Water","2015-03-18","13:20:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820025 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",37.5,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1842","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500179","Sample-Routine","Water","Surface Water","2015-03-18","14:15:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820030 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",34,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1843","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500187","Sample-Routine","Water","Surface Water","2015-03-18","15:20:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820044 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",30.6,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1844","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500181","Sample-Routine","Water","Surface Water","2015-03-18","14:25:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820032 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",34.1,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1845","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500182","Sample-Routine","Water","Surface Water","2015-03-18","14:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168640","L-0820033 Received March 20, 2015","","Stable, normal stage","Not applicable","50","USGS parameter code 82398","Point sample","Van Dorn sampler","","Chloride","Dissolved",34.1,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-03-26","","",NA,"",NA,"NWIS","Wayne"
"1846","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500100","Sample-Routine","Water","Surface Water","2015-01-22","12:20:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-81","","Chloride","Dissolved",122,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-02-03","diluted sample: method hi range exceeded.","",NA,"",NA,"NWIS","Wayne"
"1847","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500287","Sample-Routine","Water","Surface Water","2015-05-27","12:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Rising stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 Teflon bottle","","Chloride","Dissolved",114,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-06-05","diluted sample: method hi range exceeded.","",NA,"",NA,"NWIS","Wayne"
"1848","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500475","Sample-Routine","Water","Surface Water","2015-07-21","14:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","L-2050092 X=time on samples is 1400","","Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 Teflon bottle","","Chloride","Dissolved",82.3,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-08-01","","",NA,"",NA,"NWIS","Wayne"
"1849","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01500218","Sample-Routine","Water","Surface Water","2015-04-22","17:15:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-95 Teflon bottle","","Chloride","Dissolved",111,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-04-28","diluted sample: method hi range exceeded.","",NA,"",NA,"NWIS","Wayne"
"1850","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01600118","Sample-Routine","Water","Surface Water","2015-11-12","12:20:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-95 Teflon bottle","","Chloride","Dissolved",111,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-11-26","diluted sample: method hi range exceeded.","",NA,"",NA,"NWIS","Wayne"
"1851","USGS-MI","USGS Michigan Water Science Center","nwismi.01.01600249","Sample-Routine","Water","Surface Water","2015-12-09","14:20:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-95 Teflon bottle","","Chloride","Dissolved",122,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",940,NA,NA,NA,NA,NA,"IC022","USGS","Anions, wf, IC","USGS OF 93-125, p 19","USGS-National Water Quality Lab, Denver, CO","2015-12-24","diluted sample: method hi range exceeded.","",NA,"",NA,"NWIS","Wayne"
