OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00901093,Sample-Routine,Water,Surface Water,2009-04-13,15:35:00,EST,,,,41,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-424711083495806,,,Not applicable,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,51.0,mg/l,,Preliminary,,Actual,,,,,,"""CAS NUMBER = 16887006, EPA METHOD  = 4500-CL E SM""",00940,,,,,,,,,,,2009-04-23,,Lower Reporting Limit,1,mg/l,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.99000093,Sample-Routine,Water,Groundwater,1990-05-08,09:20:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-430730083422502,RR SP C;VALUE DUP'D,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,15.0,mg/l,,Historical,,Actual,,,,,,,00940,,,,,,IC022,USGS,"Anions, wf, IC","USGS OF 93-125, p 19",,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400593,Sample-Routine,Water,Surface Water,2014-06-25,01:50:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,46.4,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400594,Sample-Routine,Water,Surface Water,2014-07-01,02:33:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,48.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400596,Sample-Routine,Water,Surface Water,2014-07-01,08:03:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,32.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400597,Sample-Routine,Water,Surface Water,2014-07-01,20:03:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,33.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400579,Sample-Routine,Water,Surface Water,2014-06-18,15:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,45.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400583,Sample-Routine,Water,Surface Water,2014-06-19,16:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,28.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400584,Sample-Routine,Water,Surface Water,2014-06-19,22:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,30.4,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400601,Sample-Routine,Water,Surface Water,2014-07-07,04:50:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,17.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400627,Sample-Routine,Water,Surface Water,2014-07-28,18:05:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,71.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400580,Sample-Routine,Water,Surface Water,2014-06-18,17:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,17.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400591,Sample-Routine,Water,Surface Water,2014-06-24,13:50:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,47.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400603,Sample-Routine,Water,Surface Water,2014-07-07,11:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,18.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400624,Sample-Routine,Water,Surface Water,2014-07-22,09:50:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,60.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400625,Sample-Routine,Water,Surface Water,2014-07-27,22:25:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,54.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400613,Sample-Routine,Water,Surface Water,2014-07-08,11:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,7.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400590,Sample-Routine,Water,Surface Water,2014-06-24,10:50:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,39.4,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400600,Sample-Routine,Water,Surface Water,2014-07-07,02:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,45.4,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400175,Sample-Routine,Water,Surface Water,2014-01-21,10:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,82.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400207,Sample-Routine,Water,Surface Water,2014-01-12,11:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,48.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400212,Sample-Routine,Water,Surface Water,2014-02-22,12:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,93.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400214,Sample-Routine,Water,Surface Water,2014-02-23,05:10:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,86.9,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500111,Sample-Routine,Water,Surface Water,2014-11-24,16:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,35.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500112,Sample-Routine,Water,Surface Water,2014-11-25,04:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,39.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600035,Sample-Routine,Water,Surface Water,2015-10-20,11:40:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81,,Chloride,Dissolved,72.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-10-28,,,,,2015-10-27,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500210,Sample-Routine,Water,Surface Water,2015-04-08,10:50:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Chloride,Dissolved,85.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-04-17,,,,,2015-04-16,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600186,Sample-Routine,Water,Surface Water,2015-11-28,15:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,67.9,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-12-18,,,,,2015-12-17,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600189,Sample-Routine,Water,Surface Water,2015-11-26,13:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,107,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-12-18,,,,,2015-12-17,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600206,Sample-Routine,Water,Surface Water,2015-12-10,12:05:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81,,Chloride,Dissolved,97.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-12-18,,,,,2015-12-17,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600185,Sample-Routine,Water,Surface Water,2015-11-30,03:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,79.4,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-12-18,,,,,2015-12-17,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500191,Sample-Routine,Water,Surface Water,2015-03-14,06:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,20.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-03-24,,,,,2015-03-24,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500247,Sample-Routine,Water,Surface Water,2015-04-10,19:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,73.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-04-22,,,,,2015-04-21,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600105,Sample-Routine,Water,Surface Water,2015-11-02,02:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,130,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-11-11,,,,,2015-11-10,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600106,Sample-Routine,Water,Surface Water,2015-11-01,06:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,91.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-11-11,,,,,2015-11-10,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600111,Sample-Routine,Water,Surface Water,2015-10-29,21:55:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,149,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-11-11,,,,,2015-11-10,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600104,Sample-Routine,Water,Surface Water,2015-11-17,12:20:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81,,Chloride,Dissolved,117,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-11-25,,,,,2015-11-24,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500766,Sample-Routine,Water,Surface Water,2015-07-07,13:40:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,40.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-15,,,,,2015-07-13,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500769,Sample-Routine,Water,Surface Water,2015-07-07,07:35:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,48.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-15,,,,,2015-07-13,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600113,Sample-Routine,Water,Surface Water,2015-10-28,21:55:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,98.1,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-11-11,,,,,2015-11-10,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600205,Sample-Routine,Water,Surface Water,2015-12-10,12:55:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0414826545,1,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,37.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-12-18,,,,,2015-12-17,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200606,Sample-Routine,Water,Surface Water,2012-06-20,10:20:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81 with Teflon cap and nozzle,,Chloride,Dissolved,72.4,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200815,Sample-Routine,Water,Surface Water,2012-05-04,00:36:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,21.1,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,holding time exceeded.,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200816,Sample-Routine,Water,Surface Water,2012-05-04,01:06:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,14.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,holding time exceeded.,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200817,Sample-Routine,Water,Surface Water,2012-05-04,01:51:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,7.9,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,holding time exceeded.,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200822,Sample-Routine,Water,Surface Water,2012-05-05,06:41:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,18.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,holding time exceeded.,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200847,Sample-Routine,Water,Surface Water,2012-07-26,12:37:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,44.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200856,Sample-Routine,Water,Surface Water,2012-08-12,08:40:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,73.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200859,Sample-Routine,Water,Surface Water,2012-08-23,10:40:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,65.3,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200850,Sample-Routine,Water,Surface Water,2012-08-09,11:55:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,46.2,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200851,Sample-Routine,Water,Surface Water,2012-08-10,08:40:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,165,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200855,Sample-Routine,Water,Surface Water,2012-08-11,17:40:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,75.4,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200860,Sample-Routine,Water,Surface Water,2012-08-23,10:50:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,65.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200861,Sample-Routine,Water,Surface Water,2012-09-19,10:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,72.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300396,Sample-Routine,Water,Surface Water,2012-12-21,06:45:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,75.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300394,Sample-Routine,Water,Surface Water,2012-12-20,16:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,127,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300384,Sample-Routine,Water,Surface Water,2012-10-29,10:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,124,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200854,Sample-Routine,Water,Surface Water,2012-08-11,02:40:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,63.5,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200605,Sample-Routine,Water,Surface Water,2012-06-20,09:55:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, high stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81 with Teflon cap and nozzle,,Chloride,Dissolved,72.8,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200821,Sample-Routine,Water,Surface Water,2012-05-04,15:36:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,11.7,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,holding time exceeded.,,,,,NWIS
